x,y,z,value
0.750000,2.700962,0.000000,-3.874651
0.875000,2.917468,0.000000,-4.468815
1.125000,3.350481,0.000000,-5.468741
2.499786,1.402047,0.000000,-6.499444
2.000000,0.971436,0.000000,-6.999377
2.250000,3.566987,0.000000,-6.874611
2.375393,0.752178,0.000000,-6.717929
2.500000,0.535898,0.000000,-6.502894
2.894550,3.369299,0.000000,-5.402597
0.625000,1.618430,0.000000,-3.217941
0.623327,2.917468,0.000000,-3.209596
0.749721,3.133975,0.000000,-3.874071
0.875000,2.051443,0.000000,-4.468000
0.630908,2.048032,0.000000,-3.248211
0.464470,2.261631,0.000000,-2.291119
1.500000,2.267949,0.000000,-6.499583
2.375000,2.917468,0.000000,-6.718380
2.622478,3.350027,0.000000,-6.225881
1.125000,2.051443,0.000000,-5.468240
0.629439,0.752004,0.000000,-3.241049
0.506340,1.405584,0.000000,-2.538293
2.219377,0.524991,0.000000,-6.905064
1.474422,0.523653,0.000000,-6.451053
2.748851,0.499894,0.000000,-5.878726
1.035714,0.537912,0.000000,-5.141381
0.466506,0.979416,0.000000,-2.303649
0.381074,1.623464,0.000000,-1.755552
0.500000,2.700962,0.000000,-2.500873
0.493363,3.132937,0.000000,-2.461492
0.623847,3.350308,0.000000,-3.212455
0.372211,3.359170,0.000000,-1.699095
1.633416,0.330920,0.000000,-6.727973
2.377485,0.348138,0.000000,-6.710682
2.007313,0.429449,0.000000,-6.996378
1.259170,0.431958,0.000000,-5.898150
0.242443,1.389804,0.000000,-0.826053
1.851602,0.237192,0.000000,-6.959844
0.370666,2.906645,0.000000,-1.688712
1.094847,0.255825,0.000000,-5.367203
1.250000,3.566987,0.000000,-5.874904
0.220169,2.127681,0.000000,-0.662996
1.625000,3.783494,0.000000,-6.718775
0.500000,1.834936,0.000000,-2.500371
3.783494,1.875000,0.000000,-0.637436
3.580366,1.990086,0.000000,-2.001922
3.584762,1.748348,0.000000,-1.976209
3.523362,2.255540,0.000000,-2.366233
1.000000,1.834936,0.000000,-4.999250
3.776223,2.375923,0.000000,-0.691375
3.569870,2.518464,0.000000,-2.068626
0.875341,3.783690,0.000000,-4.469794
1.000057,3.567020,0.000000,-5.000139
2.499565,3.133637,0.000000,-6.500654
3.782762,2.628231,0.000000,-0.642640
3.580200,2.760698,0.000000,-2.004550
3.583827,3.007011,0.000000,-1.981732
3.786497,3.125828,0.000000,-0.616271
3.584246,3.250966,0.000000,-1.979293
3.577083,3.501706,0.000000,-2.026979
3.347817,3.346020,0.000000,-3.370851
3.357663,3.622821,0.000000,-3.316514
3.127570,3.507776,0.000000,-4.460608
2.908383,3.634682,0.000000,-5.350368
0.219191,0.871701,0.000000,-0.655907
3.118893,0.218768,0.000000,-4.498551
3.248641,0.433193,0.000000,-3.882864
3.501319,0.425824,0.000000,-2.494587
3.374994,0.641102,0.000000,-3.220015
3.125000,0.649519,0.000000,-4.469287
3.278304,0.870834,0.000000,-3.734079
3.216516,1.115548,0.000000,-4.035607
3.435429,1.036621,0.000000,-2.877831
3.625060,0.627594,0.000000,-1.717974
2.892106,0.742528,0.000000,-5.409415
2.624913,2.917150,0.000000,-6.218424
3.000000,0.433013,0.000000,-5.000125
2.577789,0.312986,0.000000,-6.332516
0.756692,0.549712,0.000000,-3.910031
0.507755,0.560920,0.000000,-2.547725
0.625885,0.338812,0.000000,-3.226312
2.625000,2.051443,0.000000,-6.218349
0.625000,2.484456,0.000000,-3.216458
2.624432,1.618758,0.000000,-6.219482
2.374443,1.185739,0.000000,-6.718629
3.792166,1.121358,0.000000,-0.574058
3.566987,1.250000,0.000000,-2.089421
1.375000,1.618430,0.000000,-6.217985
0.216506,2.375000,0.000000,-0.636525
1.625000,2.917468,0.000000,-6.718527
2.374870,1.618505,0.000000,-6.718184
1.875000,1.185838,0.000000,-6.967830
2.749738,1.835088,0.000000,-5.875281
1.750000,2.267949,0.000000,-6.874542
3.786456,1.624725,0.000000,-0.616381
1.370737,0.768038,0.000000,-6.206935
2.375000,2.051443,0.000000,-6.718252
0.999954,3.133975,0.000000,-4.999903
2.250000,2.700962,0.000000,-6.874608
1.250000,2.267949,0.000000,-5.874671
3.585794,1.501053,0.000000,-1.969260
1.124992,2.917468,0.000000,-5.468653
0.625000,1.185417,0.000000,-3.216001
1.249493,0.972576,0.000000,-5.872723
1.625000,2.051443,0.000000,-6.718204
3.122926,2.482941,0.000000,-4.477890
1.374999,2.917468,0.000000,-6.218593
1.375000,2.051443,0.000000,-6.218228
2.381036,3.780751,0.000000,-6.711707
2.499985,2.700909,0.000000,-6.499577
2.499840,1.835029,0.000000,-6.499744
2.125000,3.350481,0.000000,-6.968438
1.125000,1.618430,0.000000,-5.467968
2.124978,1.618443,0.000000,-6.968011
1.250000,1.834936,0.000000,-5.874335
0.750985,1.834368,0.000000,-3.879193
2.249846,1.402013,0.000000,-6.874310
1.500000,3.566987,0.000000,-6.499937
2.374507,3.350349,0.000000,-6.718883
2.124882,1.185977,0.000000,-6.967957
2.249880,0.969483,0.000000,-6.874264
1.375000,3.783494,0.000000,-6.218655
2.119942,0.768739,0.000000,-6.970707
0.497798,3.575626,0.000000,-2.488056
2.500000,3.566987,0.000000,-6.497266
0.874763,3.350458,0.000000,-4.467813
0.749808,3.568629,0.000000,-3.874136
3.371778,1.620687,0.000000,-3.240963
0.382583,3.794846,0.000000,-1.764539
3.795019,3.617357,0.000000,-0.558296
0.204369,0.364255,0.000000,-0.551074
3.617311,0.205327,0.000000,-1.766124
3.371528,2.893350,0.000000,-3.241963
3.354785,2.052636,0.000000,-3.329721
0.403571,2.499054,0.000000,-1.897460
0.404753,0.750683,0.000000,-1.905376
3.346839,2.468197,0.000000,-3.372312
2.716387,3.542215,0.000000,-5.967253
0.410786,2.025437,0.000000,-1.942984
3.519383,0.838217,0.000000,-2.384538
0.414042,1.215485,0.000000,-1.963659
0.164160,3.367792,0.000000,-0.254557
3.367402,3.834852,0.000000,-3.254985
3.833316,0.625740,0.000000,-0.273497
0.168785,1.624502,0.000000,-0.286816
0.163547,2.875000,0.000000,-0.249513
2.875000,3.836859,0.000000,-5.464453
3.122482,3.294997,0.000000,-4.476505
3.816987,3.816987,0.000000,-0.393719
0.183013,3.816987,0.000000,-0.391676
3.816987,0.183013,0.000000,-0.392158
0.183013,0.183013,0.000000,-0.393308
3.629836,1.005172,0.000000,-1.681353
3.375511,1.221038,0.000000,-3.210294
3.059714,1.214983,0.000000,-4.746864
3.430608,1.875000,0.000000,-2.900344
2.395452,0.153594,0.000000,-6.686865
1.627116,0.148590,0.000000,-6.718946
0.872089,0.386402,0.000000,-4.451874
0.624037,0.137673,0.000000,-3.207320
3.420835,2.650959,0.000000,-2.956366
3.433013,3.125000,0.000000,-2.886888
3.429444,1.383249,0.000000,-2.908762
0.390549,0.399987,0.000000,-1.814867
2.625000,0.127496,0.000000,-6.212555
2.000701,0.614836,0.000000,-6.996478
1.251535,0.616094,0.000000,-5.875295
